Id,Atoms,Actions,Solve,Time,Size
01,82,740,1,7.207583,2
02,90,960,1,234.894665,17
03,98,1208,1,313.976305,17
04,106,1484,1,249.702363,13
05,114,1788,1,418.121884,15
06,240,3576,0
07,254,4152,0
08,268,4770,0
09,282,5430,0
10,296,6132,0
11,710,15672,0
12,738,17364,0
13,766,19140,0
14,794,21000,0
15,822,22944,0
