Solve,Time,Size
1,0,5
1,0,8
1,14.18,10
1,0.06,22
0,,
1,0.02,14
1,9.66,21
1,0.06,27
1,0.04,23
0,,
1,0,4
1,0,8
1,0,8
1,0.04,20
1,0.04,21
0,,
0,,
1,0.08,26
1,0.08,29
1,0.1,42
1,0,7
1,0.02,9
1,0.04,17
1,0.06,23
1,0.04,14
0,,
0,,
1,0.06,30
1,0.06,27
1,0.12,32
1,0,4
1,0,8
1,0.02,13
1,0.04,18
1,0.02,14
1,0.04,20
1,0.08,25
1,0,12
0,,
1,0.08,29
