Solve,Time,Size
1,0.02,13
1,0.02,16
1,0.02,15
1,0.02,15
1,0.02,15
1,0.04,15
1,0.02,15
1,0.02,15
1,0.02,18
1,0.04,17
1,0.02,17
1,0.04,17
1,0.02,17
1,0.04,17
1,0.04,17
1,0.04,17
1,0.04,20
1,0.06,19
1,0.04,19
1,0.04,19
