Solve,Time,Size
1,0,11
1,0.02,23
1,0.04,35
1,0.06,47
1,0.1,59
1,0.14,71
1,0.2,83
1,0.26,95
1,0.36,107
1,0.46,119
1,0.6,131
1,0.84,143
1,1.1,155
1,1.48,167
1,2.06,179
1,2.54,191
1,3.44,203
1,4.44,215
1,5.66,227
1,7.24,239
