Solve,Time,Size
1,9.5,251
1,12.6,263
1,14.46,275
1,19.84,287
1,23.92,299
1,29.3,311
1,36.08,323
1,42.24,335
1,49.58,347
1,59.24,359
1,72.12,371
1,83.86,383
1,95.84,395
1,129.08,407
1,159.4,419
1,181.1,431
1,226.82,443
1,266.48,455
1,285.3,467
1,290.4,479
