Solve,Time,Size
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,4
1,0,6
1,0,6
1,0.06,6
1,1.66,6
1,38.5,6
1,834.98,6
0,,
0,,
0,,
0,,
0,,
0,,
1,0,8
1,0,8
1,0.32,8
1,12.82,8
1,546.68,8
0,,
