Solve,Time,Size
1,0,4
1,0,5
1,0,6
1,0,7
1,0,8
1,0,9
1,0,10
1,0.02,11
1,0,12
1,0,13
0,,
1,0,5
1,0.02,13
1,0,9
0,,
0,,
1,0.04,18
1,0.02,13
0,,
0,,
1,0,5
1,0,12
0,,
0,,
0,,
0,,
1,0.04,24
1,0.04,20
0,,
0,,
