Solve,Time,Size
1,0,9
1,0.02,8
1,0,10
1,0.02,18
1,0.02,12
1,0.02,11
1,0.02,13
1,0.02,13
1,0,9
1,0.02,11
1,0.1,24
1,0.08,24
1,0.1,22
1,0.08,18
1,0.1,25
