Solve,Time,Size
1,0.1,26
1,0.1,26
1,0.06,18
1,0.1,27
1,0.08,22
1,0.32,39
1,0.32,42
1,0.34,42
1,0.38,45
1,0.34,45
1,0.3,31
1,0.3,36
1,0.26,30
1,0.32,38
1,0.3,38
