Solve,Time,Size
1,0.02,21
1,0,6
1,0.04,29
1,0.1,61
1,0.08,49
1,0.04,29
1,0.02,20
1,0,6
1,0.06,50
1,0.18,104
1,0,7
1,0.1,70
1,0.12,80
1,0.06,42
1,0.28,155
1,0,14
1,0.22,129
1,0.16,97
1,0.2,130
1,0.24,151
