Solve,Time,Size
0,,
1,0.02,4
1,0.02,7
1,0.04,14
1,0.12,21
1,0.12,26
0,,
1,0.18,32
1,0.28,30
0,,
1,0.32,43
1,0,5
1,0.02,8
0,,
1,0.08,17
1,0.1,22
1,0.1,24
1,0.16,25
1,0.2,38
1,0.16,23
1,0.16,26
1,0.02,12
1,0.06,15
1,0.08,18
0,,
0,,
1,0.16,22
1,0.12,36
1,0.34,94
0,,
