Solve,Time,Size
1,0.06,19
1,0.06,19
1,0.08,19
1,0.08,19
1,0.1,19
1,0.08,22
1,0.08,21
1,0.08,21
1,0.08,21
1,0.08,21
1,0.08,21
1,0.1,21
1,0.1,21
1,0.12,21
1,0.12,21
