Solve,Time,Size
1,0,1
1,0.02,21
1,0.02,27
1,0.02,13
1,0.02,21
1,0.12,45
1,0.14,45
1,0.2,65
1,0.18,57
1,0.2,49
1,1.78,103
1,0.98,85
1,1.28,99
1,1.06,97
1,9.96,91
