Atoms,Actions,Solve,Time,Size
47,425,1,0.786681,9
47,425,1,0.269944,8
47,425,1,0.841678,10
47,425,1,51.790986,14
47,425,1,5.304945,12
47,425,1,3.520850,11
47,425,1,12.066039,13
47,425,1,21.168799,13
47,425,1,0.475708,9
47,425,1,1.693458,11
142,3200,0,,
142,3200,0,,
142,3200,0,,
142,3200,0,,
142,3200,0,,
