Atoms,Actions,Solve,Time,Size
22,47,1,0.011972,5
56,188,1,0.071201,7
55,137,1,0.859497,10
86,296,1,3380.182219,18
2,0,0,,
58,84,1,57.209094,13
104,308,0,,
132,468,0,,
111,273,0,,
2,0,0,,
69,201,1,0.018524,4
57,167,1,0.099478,8
99,350,1,0.523549,8
65,162,1,1138.271617,18
92,317,0,,
2,0,0,,
2,0,0,,
