Atoms,Actions,Solve,Time,Size
10,8,1,0.005757,4
16,9,1,0.009031,5
22,16,1,0.014038,6
28,19,1,0.027547,7
34,22,1,0.052886,8
40,29,1,0.198709,9
46,30,1,1.018389,10
52,35,1,1.045733,11
58,40,1,9.471714,12
64,45,1,33.698709,13
2,0,0,,
18,15,1,0.009658,5
31,37,1,0.865007,12
48,84,1,0.353570,9
2,0,0,,
2,0,0,,
72,123,1,2305.256005,17
76,126,1,98.425815,13
73,78,0,,
2,0,0,,
23,38,1,0.011300,5
33,69,1,0.216835,11
36,52,0,,
58,138,0,,
2,0,0,,
2,0,0,,
75,129,0,,
78,126,0,,
2,0,0,,
130,383,0,,
