Atoms,Actions,Solve,Time,Size
46,44,1,3.286710,14
46,43,1,0.066254,9
46,44,1,6.373472,16
46,45,1,1.165521,14
46,45,1,0.948180,12
82,77,1,758.565238,23
82,70,1,1106.194150,23
82,73,0,,
82,73,0,,
82,74,0,,
