Id,Solve,Time,Size
1,0,,
2,0,,
3,0,,
4,1,0.02,11.0
5,1,0.08,13.0
6,1,0.06,15.0
7,1,0.14,17.0
8,1,0.12,19.0
9,1,0.18,21.0
10,1,0.38,23.0
11,1,0.72,25.0
12,1,1.36,27.0
13,1,2.22,29.0
14,1,5.26,31.0
15,1,11.52,33.0
