Id,Solve,Time,Size
1,1,0.04,9
2,1,0.02,8
3,1,0.02,10
4,1,0.08,18
5,1,0.04,12
6,1,0.04,11
7,1,0.08,13
8,1,0.04,13
9,1,0.04,9
10,1,0.06,11
11,1,0.2,24
12,1,0.16,24
13,1,0.28,22
14,1,0.14,18
15,1,0.2,25
16,1,0.18,26
17,1,0.32,26
18,1,0.2,18
19,1,0.3,27
20,1,0.28,22
21,1,0.64,39
22,1,0.78,42
23,1,0.66,42
24,1,0.96,45
25,1,0.58,45
26,1,0.66,31
27,1,0.82,36
28,1,0.5,30
29,1,0.52,38
30,1,0.5,38
