Id,Solve,Time,Size
01,1,0.02,1
02,1,0.04,21
03,1,0.08,27
04,1,0.04,13
05,1,0.06,21
06,1,0.38,45
07,1,0.24,45
08,1,0.6,65
09,1,0.58,57
10,1,0.32,49
11,1,4.78,103
12,1,1.74,85
13,1,2.58,99
14,1,1.84,97
15,1,22.98,91
