Id,Solve,Time,Size
1,1,0.02,14
2,1,0.0,9
3,1,0.02,16
4,1,0.02,14
5,1,0.02,13
6,1,0.1,32
7,1,0.06,26
8,1,0.12,43
9,1,0.26,66
10,1,0.24,58
11,1,1.1,65
12,1,0.18,46
13,1,0.9,146
14,1,0.26,55
15,1,0.7,95
