Id,Solve,Time,Size
1,1,0.12,8
2,1,1.28,16
3,1,1.86,32
4,1,9.24,64
5,1,9.6,128
6,1,10.64,256
7,1,10.52,512
8,1,11.44,1024
9,1,18.62,2048
10,1,48.54,4096
11,1,159.38,8192
