Atoms,Actions,Solve,Time,Size
11,4,1,0.005493,4
17,7,1,0.012872,6
26,13,1,0.010584,5
22,10,1,0.041516,8
30,19,1,0.030720,7
41,28,1,0.038009,7
27,13,1,0.219177,10
36,25,1,0.249489,9
45,37,1,0.253906,9
58,49,1,0.411317,9
32,16,1,1.890734,12
42,31,1,2.276494,11
52,46,1,2.633934,11
62,61,1,3.409483,11
77,76,1,4.192672,11
37,19,1,19.271697,14
48,37,1,28.647385,13
59,55,1,35.282326,13
70,73,1,60.352358,13
81,91,1,45.163797,13
