Solve,Time,Size
0,,
0,,
0,,
0,,
0,,
0,,
1,0.02,10
1,0.08,10
1,3.14,10
1,220.62,10
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
1,0.04,12
1,0.12,12
1,8.78,12
1,900.24,12
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
