Solve,Time,Size
1,16.52,251
1,20.8,263
1,25.74,275
1,33.76,287
1,41.58,299
1,52.12,311
1,68.64,323
1,88,335
1,104.34,347
1,135.68,359
1,161.38,371
1,165.6,383
1,177.2,395
1,291.42,407
1,338.2,419
1,392.04,431
1,472.66,443
1,532.62,455
1,589.16,467
1,631.32,479
