Solve,Time,Size
1,0,1
1,0.04,21
1,0.08,27
1,0.02,13
1,0.06,21
1,0.2,45
1,0.24,45
1,0.32,65
1,0.3,57
1,0.32,49
1,3.22,103
1,1.7,85
1,2.24,99
1,1.8,97
1,18.32,91
