Solve,Time,Size
1,0.18,26
1,0.18,26
1,0.14,18
1,0.18,27
1,0.16,22
1,0.54,39
1,0.54,42
1,0.52,42
1,0.54,45
1,0.54,45
1,0.44,31
1,0.48,36
1,0.44,30
1,0.5,38
1,0.48,38
