Solve,Time,Size
0,,
1,0,2
1,0,5
1,0,10
1,0,6
1,0,6
1,0.48,52
1,0.02,10
0,,
1,0,2
1,0.02,6
1,0,2
1,0,6
1,0.04,14
0,,
