Solve,Time,Size
1,0.02,11
1,0.04,23
1,0.08,35
1,0.12,47
1,0.18,59
1,0.24,71
1,0.34,83
1,0.44,95
1,0.6,107
1,0.78,119
1,1.02,131
1,1.42,143
1,1.92,155
1,2.54,167
1,3.4,179
1,4.32,191
1,5.86,203
1,7.66,215
1,10.08,227
1,12.98,239
