Id,Atoms,Actions,Solve,Time,Size
1,35,96,0,,
2,43,171,1,0.236182,2.0
3,39,152,1,0.565521,5.0
4,53,262,1,2.437369,8.0
5,55,174,1,0.648117,5.0
6,57,202,1,0.722921,5.0
7,65,229,1,2.9598259999999996,9.0
8,67,277,1,2.49105,8.0
9,67,288,0,,
10,73,370,1,1.145242,2.0
11,73,305,1,1.184078,5.0
12,79,483,1,1.231897,2.0
13,89,707,1,3.5819739999999998,5.0
14,77,568,1,21.124182,11.0
15,87,276,0,,
