Id,Atoms,Actions,Solve,Time,Size
1,114,217,1,2905.861754,23.0
2,142,270,1,2983.18559,23.0
3,170,323,0,,
4,58,111,1,1446.906645,23.0
5,226,429,0,,
6,254,482,0,,
7,282,535,0,,
8,310,588,0,,
9,338,641,0,,
10,366,694,0,,
11,418,798,0,,
