Id,Atoms,Actions,Solve,Time,Size
1,22,26,1,1.7927529999999998,10.0
2,22,26,1,0.6275430000000001,9.0
3,40,62,1,1.774574,9.0
4,40,62,1,3.1228569999999998,11.0
5,64,110,1,8.178902,11.0
6,64,110,1,1.7109,9.0
7,76,134,1,1.85516,9.0
8,76,134,1,5.855039,11.0
9,88,158,1,7.973633,11.0
11,88,158,1,2.054539,9.0
12,40,64,1,115.884354,14.0
13,64,112,1,122.17370700000001,14.0
14,76,136,1,488.13985199999996,14.0
15,88,160,1,242.509696,14.0
16,27,33,1,1.8380130000000001,10.0
17,27,33,1,2.579761,12.0
18,48,78,1,6.668407000000001,12.0
19,48,78,1,30.919865,14.0
20,76,138,1,50.111721,14.0
21,76,138,1,7.576492999999999,12.0
22,90,168,1,6.813385,12.0
23,90,168,1,56.342606,14.0
24,104,198,1,45.942391,14.0
25,104,198,1,9.014422999999999,12.0
26,48,80,1,1930.183773,17.0
27,48,80,1,131.860082,15.0
28,76,140,1,174.92417700000001,15.0
29,76,140,1,1679.8238190000002,17.0
30,90,170,1,1599.7841640000001,17.0
31,90,170,1,319.916455,15.0
32,104,200,1,229.051694,15.0
33,104,200,1,4422.035412,17.0
34,32,40,1,16.012252,13.0
35,32,40,1,18.127181,15.0
36,56,94,1,93.844844,15.0
37,56,94,1,9.687222,13.0
38,88,166,1,13.078187,13.0
39,88,166,1,96.087351,15.0
40,88,166,1,406.32408,17.0
41,104,202,1,43.198881,15.0
42,104,202,1,411.402642,17.0
43,120,238,1,921.265499,17.0
44,120,238,1,69.343602,15.0
45,120,238,1,1115.693291,17.0
46,56,96,1,508.317003,16.0
47,56,96,1,2472.738455,18.0
48,88,168,1,2585.486752,18.0
49,88,168,1,1950.5213760000001,18.0
50,88,168,0,,
51,88,168,0,,
52,104,204,0,,
53,104,204,1,2985.087025,18.0
54,104,204,1,274.026106,16.0
55,120,240,1,603.500813,16.0
56,120,240,1,4564.706996,18.0
57,120,240,1,5389.687431,18.0
58,37,47,1,10.13743,14.0
59,37,47,1,44.553649,16.0
60,64,110,1,74.95619,16.0
61,64,110,1,15.234769,14.0
62,100,194,1,64.4477,16.0
63,118,236,1,101.882529,16.0
64,118,236,1,392.560431,18.0
65,136,278,1,367.276159,18.0
66,136,278,1,95.623605,16.0
67,64,112,1,1361.760391,19.0
68,64,112,0,,
69,100,196,1,693.320037,17.0
70,100,196,1,3078.342981,19.0
71,118,238,0,,
72,118,238,0,,
73,136,280,0,,
74,136,280,1,7228.98927,19.0
75,136,280,1,437.76421500000004,17.0
