Id,Atoms,Actions,Solve,Time,Size
1,11,28,1,0.35275100000000004,4
2,22,54,1,0.32575,4
3,31,80,1,0.203855,4
4,40,106,1,0.284208,4
5,49,132,1,0.39812600000000004,4
6,58,158,1,0.47374099999999997,4
7,67,184,1,0.5507350000000001,4
8,76,210,1,1.770803,4
9,85,236,1,1.575972,4
10,104,262,1,1.823647,4
11,114,288,1,2.505502,4
12,124,314,1,2.353308,4
13,21,66,1,0.8131550000000001,6
14,42,134,1,1.026168,6
15,61,202,1,1.8578430000000001,6
16,80,270,1,3.761016,6
17,99,338,1,3.925704,6
18,118,406,1,5.894467,6
19,137,474,1,8.349952,6
20,156,542,1,9.619817999999999,6
21,175,610,1,15.948471,6
22,194,678,1,16.613001999999998,6
23,213,746,1,25.747173,6
24,232,814,1,35.584338,6
25,35,120,1,1.508441,8
26,70,250,1,2.727472,8
27,103,380,1,7.132155,8
28,136,510,1,11.17605,8
29,169,640,1,26.14254,8
30,202,770,1,46.842696000000004,8
31,235,900,1,71.885038,8
32,268,1030,1,76.167401,8
33,301,1160,1,101.733511,8
34,334,1290,1,113.484156,8
35,367,1420,1,145.903299,8
36,400,1550,1,191.41751100000002,8
37,53,190,1,2.879744,10
38,106,402,1,10.075864,10
39,157,614,1,32.668731,10
40,208,826,1,53.37120899999999,10
41,259,1038,1,106.026174,10
42,310,1250,1,173.113062,10
43,361,1462,1,257.802548,10
44,412,1674,1,303.008337,10
45,463,1886,1,540.369505,10
46,514,2098,1,637.894842,10
47,565,2310,1,758.413682,10
48,616,2522,1,952.556653,10
49,75,276,1,7.784022,12
50,150,590,1,89.448458,12
51,223,904,1,184.38678000000002,12
52,296,1218,1,362.165021,12
53,369,1532,1,451.912021,12
54,442,1846,1,596.018093,12
55,515,2160,1,960.260659,12
56,588,2474,1,1303.6786439999998,12
57,661,2788,1,1730.870202,12
58,734,3102,1,2239.457275,12
59,807,3416,1,2516.0296399999997,12
60,880,3730,1,2673.0534829999997,12
