Domain (# inst),%solve,time,size
islands(5:1-5),1.0,0.032,4.0
acrobatics(3:1-3),1.0,10.813333333333333,9.333333333333334
acrobatics(3:4-6),1.0,21.94666666666667,74.66666666666667
acrobatics(3:6-8),1.0,23.900000000000002,298.6666666666667
