Solve,Time,Size
1,0,4
1,0,5
1,0,6
1,0.02,7
1,0,8
1,0,9
1,0.02,10
1,0.02,11
1,0.04,12
1,0.02,13
0,,
1,0,5
1,0.02,13
1,0.02,9
0,,
0,,
1,0.06,18
1,0.02,13
0,,
0,,
1,0,5
1,0.02,12
0,,
0,,
0,,
0,,
1,0.08,24
1,0.04,20
0,,
0,,
