Id,Solve,Time,Size
01,1,0.02,14
02,1,0.0,9
03,1,0.06,16
04,1,0.04,14
05,1,0.02,13
06,1,0.08,32
07,1,0.06,26
08,1,0.14,43
09,1,0.2,66
10,1,0.24,58
11,1,1.16,65
12,1,0.3,46
13,1,0.62,146
14,1,0.22,55
15,1,0.58,95
