Solve,Time,Size
1,1673.42,22
1,228.7,36
0,,
0,,
0,,
0,,
0,,
0,,
1,19.24,17
1,45.84,23
1,1144.56,23
1,133.18,17
0,,
0,,
0,,
0,,
0,,
0,,
0,,
0,,
1,282.14,36
1,282.92,43
0,,
0,,
0,,
