Solve,Time,Size
1,0.04,8
1,0.9,16
1,1.78,32
1,9.04,64
1,9.14,128
1,9.32,256
1,9.64,512
1,11.2,1024
1,17.54,2048
1,43.14,4096
1,146.6,8192
