Solve,Time,Size
1,0.58,22
1,0.08,15
1,927.84,16
0,,
1,16.5,19
0,,
0,,
0,,
0,,
1,706.68,18
0,,
1,1029.26,19
0,,
0,,
0,,
0,,
0,,
1,15.7,20
0,,
0,,
1,405.58,25
1,1719.32,34
0,,
0,,
1,15.36,23
0,,
0,,
0,,
0,,
1,1500.12,18
