Solve,Time,Size
1,0.14,55
1,0.34,120
1,0.52,179
1,0.52,191
1,0.5,186
1,0.2,84
1,0.2,73
1,0.74,235
1,0.12,44
1,1.08,315
1,0.14,41
1,1.8,495
1,0.78,276
1,0.72,250
1,1.38,395
1,0.22,83
1,1.42,436
1,0.8,285
1,0.42,153
1,3.42,792
