Solve,Time,Size
1,0.02,9
1,0.02,8
1,0.04,10
1,0.06,18
1,0.04,12
1,0.04,11
1,0.04,13
1,0.04,13
1,0.02,9
1,0.04,11
1,0.18,24
1,0.16,24
1,0.16,22
1,0.14,18
1,0.16,25
