Id,Atoms,Actions,Solve,Time,Size
1,13,13,1,0.8403870000000001,5.0
2,18,21,1,0.431551,7.0
3,23,29,1,1.5323879999999999,9.0
4,28,37,1,3.827573,11.0
5,33,45,1,14.445251,13.0
6,38,53,1,44.502047999999995,15.0
7,43,61,1,240.916373,17.0
8,48,69,1,621.706908,19.0
9,53,77,1,3517.231511,21.0
10,58,85,0,,
11,63,93,0,,
12,68,101,0,,
13,73,109,0,,
14,78,117,0,,
15,83,125,0,,
