Atoms,Actions,Solve,Time,Size
98,109,1,62.408873,13
42,22,1,442.152303,16
54,43,1,441.249575,15
66,64,1,857.862315,15
78,85,1,750.502302,15
90,106,1,789.326128,15
102,127,1,929.865094,15
121,148,1,1196.570591,15
47,25,0,,
60,49,0,,
73,73,0,,
86,97,0,,
99,121,0,,
112,145,0,,
125,169,0,,
146,193,0,,
52,28,0,,
66,55,0,,
80,82,0,,
94,109,0,,
