Id,Atoms,Actions,Solve,Time,Size
01,4,6,1,0.038262,4
02,8,26,1,0.355818,8
03,12,66,1,17.805934,16
04,20,146,0,3951.954412,22
05,36,306,0,10932.358829,21
06,68,626,0,9026.343931,21
07,132,1266,0,4127.588792,20
08,260,2546,0,3266.348841,20
