Id,Atoms,Actions,Solve,Time,Size
01,6,10,1,0.056131,8
02,10,22,1,18.622988,16
03,18,46,0,3904.470763,25
04,34,94,0,4861.170893,25
05,66,190,0,4908.436998,23
06,130,382,0,11270.158851,25
07,258,766,0,6592.217817,23
08,514,1534,0,8215.47032,24
09,1026,3070,0,2702.234691,20
10,2050,6142,0,380.522755,14
11,4098,12286,0,312.3638,9
