Id,Atoms,Actions,Solve,Time,Size
01,35,96,0,2604.611014,81
02,43,171,1,0.047887,2
03,39,152,1,0.043055,5
04,53,262,1,0.171792,8
05,55,174,1,0.036033,5
06,57,202,1,0.038007,5
07,65,229,1,0.262752,9
08,67,277,1,0.435192,8
09,67,288,0,2795.791722,47
10,73,370,1,0.006318,2
11,73,305,1,0.049306,5
12,79,483,1,0.009229,2
13,89,707,1,0.099582,5
14,77,568,1,12.46784,11
15,87,276,0,3650.970972,24
