Id,Solve,Time,Size
1,1,0.0,1
2,1,0.08,21
3,1,0.12,27
4,1,0.04,13
5,1,0.1,21
6,1,0.36,45
7,1,0.42,45
8,1,0.38,65
9,1,0.5,57
10,1,0.54,49
11,1,5.44,103
12,1,3.44,85
13,1,2.42,99
14,1,2.84,97
15,1,32.02,91
