Atoms,Actions,Solve,Time,Size
.,.,1,.,.
142,270,1,815.082971,23
170,323,1,1986.798539,23
58,111,1,479.321766,23
226,429,1,1967.562334,23
254,482,1,5106.496350,23
282,535,1,4240.041637,23
310,588,1,5285.401812,23
338,641,1,5595.672584,23
366,694,0,,22
418,798,0,,22
