Atoms,Actions,Solve,Time,Size
108,136,0,,
122,163,0,,
136,190,0,,
150,217,0,,
173,244,0,,
57,31,0,,
72,61,0,,
87,91,0,,
102,121,0,,
117,151,0,,
132,181,0,,
147,211,0,,
162,241,0,,
177,271,0,,
202,301,0,,
