Atoms,Actions,Solve,Time,Size
35,63,0,,
67,123,0,,
95,179,0,,
103,215,0,,
101,213,0,,
44,76,0,,
56,120,0,,
102,198,0,,
80,208,0,,
142,302,0,,
53,125,0,,
167,275,0,,
115,223,0,,
129,273,0,,
175,355,0,,
64,144,0,,
148,268,0,,
136,296,0,,
134,334,0,,
256,496,0,,
